No.,Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
913,KRUS,5.69%,99.03%,38.87%,41.17%,55.26%,-4.01%,4.66%,7.99%,1.70,88.51K,0.61,78.37,0.99%,"27,867"
914,KRYS,2.39%,42.23%,4.76%,16.91%,19.18%,4.09%,6.14%,6.66%,1.70,182.98K,1.54,74.34,2.10%,"145,032"
915,KSA,4.07%,-0.33%,-16.86%,-4.16%,10.64%,3.74%,0.83%,0.95%,-,849.60K,0.46,42.53,0.27%,"199,729"
916,KW,2.69%,5.42%,-16.88%,-18.76%,2.58%,-18.55%,1.77%,2.37%,2.20,470.72K,0.45,19.26,-0.98%,"109,887"
917,KWAC,-0.87%,-1.16%,0.59%,1.38%,3.02%,1.49%,0.26%,0.31%,-,41.05K,0.00,10.25,0.00%,0
918,KYN,4.77%,5.28%,-7.55%,2.39%,12.91%,10.01%,2.41%,3.11%,-,843.53K,0.25,8.69,1.40%,"110,717"
919,KZR,1.38%,113.75%,-29.53%,-27.75%,94.69%,-38.64%,6.60%,9.92%,1.70,2.46M,0.17,10.29,0.29%,"215,553"
920,L,0.00%,1.46%,-11.86%,-6.33%,11.53%,-0.05%,1.63%,2.01%,3.00,1.01M,0.42,57.66,-0.12%,"219,873"
921,LABD,-7.28%,-60.51%,-37.96%,-24.34%,9.16%,-0.51%,14.48%,15.61%,-,5.41M,3.34,24.06,-6.07%,"9,317,237"
922,LAC,8.29%,13.18%,-25.86%,-27.54%,73.10%,-24.21%,5.55%,5.91%,2.00,3.34M,0.57,22.73,3.01%,"976,130"
923,LADR,4.59%,16.61%,-10.29%,-8.97%,3.81%,-6.92%,2.46%,2.83%,1.60,613.59K,0.45,11.19,0.27%,"143,423"
924,LAND,3.78%,14.00%,-39.99%,-26.04%,3.65%,-27.64%,2.57%,3.63%,2.40,359.98K,0.69,24.79,1.47%,"127,453"
925,LANDO,-0.71%,1.73%,1.03%,2.61%,3.66%,0.00%,0.82%,0.85%,-,17.89K,0.60,26.45,-0.19%,"5,552"
926,LAUR,5.92%,6.11%,-2.07%,-0.84%,44.84%,-3.51%,3.45%,3.51%,1.70,1.05M,0.21,11.73,-0.64%,"113,739"
927,LBAY,0.88%,0.12%,-5.16%,2.55%,16.19%,9.06%,1.09%,1.41%,-,34.01K,0.14,26.79,-0.53%,"2,540"
928,LBC,1.19%,-0.39%,-4.20%,-10.95%,5.62%,-9.05%,2.35%,2.10%,2.70,40.61K,0.15,12.77,-0.04%,"3,121"
929,LBRT,6.42%,-12.83%,-29.17%,-0.16%,9.04%,28.14%,4.74%,6.14%,2.50,3.23M,0.59,12.51,0.60%,"973,093"
930,LEGN,-6.29%,20.76%,33.06%,25.01%,18.26%,11.31%,5.40%,5.31%,1.70,603.18K,1.92,48.32,-6.86%,"596,841"
931,LEU,8.23%,17.46%,-8.05%,-35.79%,30.00%,-40.69%,7.52%,7.92%,3.00,193.42K,0.46,31.08,4.98%,"45,353"
932,LFTR,0.00%,0.20%,0.41%,0.92%,1.75%,1.12%,0.15%,0.12%,-,28.89K,0.07,9.91,0.00%,"1,000"
933,LFUS,4.83%,3.39%,8.63%,-17.80%,4.43%,-21.02%,3.27%,3.18%,2.10,99.17K,0.36,251.95,1.37%,"18,336"
934,LGAC,0.10%,0.41%,0.20%,0.61%,0.61%,1.03%,0.14%,0.19%,-,171.32K,0.52,9.83,0.00%,"45,545"
935,LGL,1.64%,17.70%,27.50%,29.56%,33.37%,19.56%,2.32%,3.24%,1.00,13.29K,0.73,13.60,-0.22%,"4,991"
936,LGVN,-2.72%,2.23%,-31.30%,-29.19%,4.38%,-46.73%,5.65%,8.37%,2.00,564.82K,0.13,6.46,0.47%,"37,975"
937,LHC,0.00%,0.31%,0.00%,1.03%,1.34%,1.03%,0.10%,0.07%,-,85.06K,0.01,9.86,0.10%,400
938,LHX,-2.82%,1.60%,-13.13%,-0.97%,3.40%,5.82%,2.68%,2.66%,-,984.67K,0.90,226.59,0.42%,"458,121"
939,LI,0.87%,17.33%,45.40%,19.85%,22.17%,16.23%,6.59%,5.63%,1.70,11.97M,1.50,35.78,-4.10%,"9,247,443"
940,LIN,4.46%,-1.37%,-10.01%,-13.05%,0.38%,-17.52%,1.81%,2.08%,1.70,2.67M,0.57,283.21,-0.89%,"778,096"
941,LITE,7.69%,11.14%,-2.23%,-21.41%,3.66%,-20.97%,3.24%,3.11%,2.00,926.46K,0.32,84.38,0.95%,"154,569"
942,LJAQ,-0.20%,0.40%,1.01%,1.32%,2.77%,1.52%,0.10%,0.14%,-,46.73K,0.01,10.10,0.90%,200
943,LJPC,0.49%,78.39%,44.29%,25.81%,65.95%,33.12%,0.49%,3.25%,3.00,194.14K,0.47,6.19,0.00%,"47,028"
944,LKFN,2.23%,4.39%,-7.48%,-18.98%,20.44%,-14.21%,2.29%,2.51%,3.00,134.47K,0.33,68.58,-0.25%,"23,153"
945,LKQ,4.50%,13.63%,10.40%,-6.92%,8.63%,-12.11%,2.68%,2.64%,1.50,1.77M,0.40,52.60,-0.30%,"360,399"
946,LLY,0.81%,13.24%,9.16%,33.62%,39.32%,18.09%,2.56%,2.56%,2.00,2.98M,0.49,323.44,-0.85%,"755,989"
947,LMAO,0.29%,0.69%,0.99%,1.90%,2.93%,1.59%,0.08%,0.03%,-,11.85K,0.00,10.20,0.00%,0
948,LMT,-5.70%,-3.56%,-16.49%,4.77%,4.94%,9.84%,2.76%,2.46%,2.50,1.32M,1.04,396.49,1.57%,"707,710"
949,LNFA,0.40%,0.50%,0.30%,1.10%,1.60%,1.10%,0.13%,0.09%,-,25.88K,0.00,10.14,0.00%,0
950,LNG,6.29%,6.41%,-5.13%,16.91%,63.44%,30.26%,3.38%,4.03%,1.60,2.26M,0.70,134.37,1.71%,"814,375"
951,LNTH,8.16%,20.05%,17.60%,161.93%,180.42%,147.42%,7.56%,6.59%,1.60,1.26M,1.31,74.23,3.84%,"854,571"
952,LOPE,4.20%,8.46%,-8.89%,4.58%,1.28%,6.56%,1.97%,2.78%,2.00,377.41K,0.28,91.91,0.64%,"53,827"
953,LPG,13.36%,7.71%,17.80%,40.41%,86.63%,59.89%,4.40%,4.55%,1.90,709.32K,0.34,16.18,-0.19%,"125,754"
954,LPI,17.36%,-14.29%,-8.95%,1.85%,38.68%,27.24%,6.49%,7.67%,2.20,882.33K,0.47,77.42,1.19%,"211,680"
955,LPLA,5.25%,2.17%,-12.21%,6.39%,46.58%,16.82%,3.55%,4.11%,2.00,862.34K,0.47,191.51,2.41%,"208,708"
956,LPX,4.30%,10.75%,-2.08%,-20.83%,16.64%,-23.61%,3.97%,4.05%,2.10,1.38M,0.61,61.69,3.07%,"435,518"
957,LQDA,37.91%,9.49%,5.45%,-13.28%,119.43%,11.29%,17.95%,9.70%,2.00,1.39M,6.45,5.20,-4.15%,"4,630,275"
958,LRN,5.58%,27.77%,23.81%,42.68%,28.64%,29.49%,3.04%,3.96%,1.60,920.36K,0.37,43.61,1.04%,"177,772"
959,LSAK,3.66%,8.69%,8.25%,5.91%,37.95%,1.13%,2.05%,3.84%,2.00,61.30K,1.07,5.40,0.37%,"33,697"
960,LSCC,18.04%,25.51%,11.04%,-12.49%,11.28%,-27.16%,5.26%,4.76%,2.10,1.94M,0.55,57.76,2.91%,"550,450"
961,LSI,3.64%,9.68%,-20.31%,-16.76%,3.06%,-24.57%,2.41%,2.51%,1.80,617.65K,0.75,116.80,1.09%,"239,508"
962,LSTR,5.66%,8.37%,7.01%,-7.98%,2.49%,-13.05%,2.63%,2.99%,3.10,316.06K,1.65,154.08,0.10%,"268,200"
963,LTC,1.15%,7.58%,10.82%,8.28%,2.74%,16.40%,1.84%,2.00%,3.10,285.78K,0.34,39.38,-0.89%,"50,481"
964,LTHM,5.34%,-1.17%,-11.73%,-10.90%,27.25%,-10.17%,4.84%,5.40%,2.40,3.73M,0.59,22.55,2.97%,"1,135,033"
965,LTRX,5.70%,8.35%,-20.64%,-32.86%,8.12%,-33.72%,4.03%,5.09%,1.80,142.85K,3.87,5.64,8.77%,"284,854"
966,LVHD,0.42%,6.10%,-5.55%,-5.79%,3.38%,-5.24%,1.12%,1.28%,-,174.40K,0.14,37.86,-0.21%,"12,640"
967,LVHI,0.78%,1.26%,-5.54%,-4.53%,0.70%,-2.23%,1.11%,1.00%,-,60.97K,0.65,25.75,-0.66%,"20,291"
968,LW,0.67%,17.20%,11.18%,8.33%,0.77%,17.81%,2.60%,2.77%,1.70,1.17M,0.41,75.15,0.65%,"248,227"
969,LWLG,11.71%,71.97%,-9.41%,0.58%,2.94%,-29.50%,8.08%,9.46%,-,1.57M,0.71,11.35,8.15%,"576,625"
970,LXU,-1.41%,-22.89%,-52.24%,15.60%,238.43%,14.03%,5.70%,6.80%,1.50,737.16K,0.26,12.46,-1.11%,"99,621"
971,LYB,3.98%,-2.05%,-14.11%,-8.99%,1.39%,1.45%,2.65%,3.12%,2.50,2.47M,0.51,88.59,-0.85%,"643,012"
972,LYV,11.09%,11.51%,-16.53%,-20.58%,21.91%,-23.82%,3.40%,3.80%,2.20,2.10M,0.65,92.31,1.24%,"703,790"
973,M,7.46%,-8.33%,-29.20%,-30.29%,12.73%,-30.63%,4.51%,5.20%,2.90,14.30M,0.73,18.23,0.36%,"5,384,253"
974,MAGA,2.65%,4.84%,-9.69%,-8.12%,6.38%,-6.41%,0.81%,0.99%,-,2.98K,0.05,35.89,-2.53%,76
975,MAIN,3.97%,22.87%,1.14%,-3.43%,6.16%,-5.09%,2.23%,2.53%,2.60,418.43K,0.55,42.49,0.18%,"119,090"
976,MANT,0.33%,1.26%,15.05%,30.41%,12.56%,31.47%,0.29%,0.39%,2.50,538.85K,0.11,95.85,-0.03%,"31,882"
977,MAR,8.48%,3.97%,-17.60%,-7.30%,15.34%,-8.67%,3.29%,3.60%,2.50,2.53M,0.77,152.66,1.15%,"1,007,603"
978,MARPS,5.34%,14.07%,-25.39%,72.65%,67.76%,79.08%,11.73%,9.39%,-,133.81K,0.78,8.12,5.45%,"53,678"
979,MAT,1.76%,5.22%,1.85%,1.12%,20.17%,4.73%,3.93%,3.78%,2.00,3.31M,0.74,23.20,2.75%,"1,266,265"
980,MATX,11.89%,11.52%,-9.78%,-6.09%,27.62%,-9.15%,3.78%,3.52%,2.00,446.09K,0.99,86.57,5.84%,"226,705"
981,MAYS,5.19%,6.04%,7.39%,8.86%,117.50%,5.89%,0.45%,1.36%,-,0.83K,0.03,40.30,-6.28%,12
982,MBI,2.98%,6.87%,-6.39%,-21.55%,11.76%,-21.15%,4.33%,4.32%,2.70,358.58K,0.22,12.36,-0.72%,"40,280"
983,MBNKP,0.18%,-1.66%,-4.13%,-2.67%,2.46%,8.49%,0.10%,0.65%,-,3.45K,0.00,25.76,0.84%,4
984,MBWM,4.56%,7.96%,-3.26%,-11.17%,14.89%,-4.40%,3.06%,2.57%,2.40,37.40K,0.28,33.16,-0.99%,"5,436"
985,MCB,4.39%,-2.48%,-30.82%,-39.44%,17.36%,-37.30%,3.67%,3.49%,2.00,108.05K,0.81,68.52,2.59%,"44,823"
986,MCBC,4.35%,4.83%,3.17%,-3.08%,11.63%,3.40%,1.80%,1.67%,3.00,55.71K,0.32,9.17,0.55%,"9,158"
987,MCBS,4.02%,10.05%,-1.20%,-23.30%,22.14%,-22.05%,3.20%,2.75%,3.00,42.72K,0.27,21.17,-1.35%,"5,875"
988,MCD,2.00%,9.06%,2.17%,-0.47%,11.88%,-4.32%,1.61%,1.72%,2.10,2.81M,0.61,255.06,-0.56%,"890,468"
989,MCK,0.79%,8.54%,1.02%,28.63%,75.12%,32.75%,2.10%,2.49%,2.00,1.15M,0.43,327.67,-0.70%,"251,791"
990,MCRI,10.85%,11.63%,-28.44%,-9.38%,5.33%,-15.88%,3.37%,4.18%,2.50,132.92K,0.36,61.74,-0.76%,"24,329"
991,MEOH,8.54%,-6.28%,-30.00%,-14.25%,26.10%,-1.06%,4.23%,4.60%,2.40,535.59K,0.45,38.73,-1.02%,"123,012"
992,MERC,5.35%,8.49%,-6.24%,16.56%,29.97%,21.52%,3.00%,3.97%,2.40,329.03K,3.97,15.78,8.34%,"673,815"
993,MET,-1.60%,-0.80%,-14.64%,-11.07%,8.84%,-2.70%,2.66%,2.51%,1.90,4.57M,0.84,61.23,0.71%,"1,981,803"
994,METC,4.62%,-26.43%,-43.08%,-17.20%,108.86%,-15.07%,5.01%,6.81%,2.50,1.09M,0.54,11.37,-1.56%,"300,199"
995,MGEE,0.29%,1.95%,-6.26%,-1.58%,0.54%,-6.75%,1.53%,2.10%,4.00,143.46K,0.34,75.96,-0.96%,"25,147"
996,MGIC,2.51%,15.73%,13.88%,-2.29%,14.63%,-8.27%,2.24%,2.46%,-,18.98K,1.58,19.67,2.45%,"15,468"
997,MGPI,2.94%,13.08%,11.45%,22.75%,68.23%,21.70%,3.52%,3.48%,2.00,143.73K,0.38,103.85,0.41%,"28,217"
998,MGRC,3.19%,5.23%,-9.17%,-0.19%,3.69%,-2.77%,2.55%,2.63%,1.00,81.81K,0.25,78.55,0.65%,"10,669"
999,MGU,3.76%,6.92%,-9.17%,-5.25%,3.80%,-2.76%,1.35%,1.97%,-,43.04K,0.38,23.49,0.07%,"8,530"
1000,MGY,12.00%,-14.27%,-17.56%,-2.20%,66.34%,15.21%,4.48%,5.65%,2.40,2.35M,0.25,22.04,1.38%,"300,387"
1001,MGYR,-0.23%,-0.76%,-0.59%,-3.50%,9.85%,-3.54%,0.48%,0.66%,-,4.41K,0.00,11.84,0.00%,2
1002,MIC,0.00%,7.63%,8.78%,12.67%,30.60%,12.05%,0.69%,1.19%,3.00,1.72M,0.95,4.10,0.24%,"846,670"
1003,MIRM,-5.94%,21.46%,-12.94%,21.72%,43.73%,43.01%,7.75%,7.33%,1.60,233.40K,0.56,24.25,6.31%,"67,753"
1004,MIST,9.33%,21.45%,-7.09%,-18.93%,26.52%,1.98%,5.94%,6.80%,1.60,45.00K,2.41,6.97,4.34%,"55,992"
1005,MKL,-2.29%,1.17%,-13.72%,-0.05%,7.77%,3.40%,2.54%,2.49%,2.10,52.96K,0.34,1277.82,0.14%,"9,276"
1006,MLAC,0.39%,0.59%,1.29%,2.41%,2.72%,-0.10%,0.12%,0.05%,-,5.88K,3.37,10.20,0.00%,"10,215"
1007,MLI,18.30%,22.37%,17.92%,6.49%,57.52%,4.21%,4.03%,3.06%,2.00,295.75K,1.38,62.44,0.94%,"210,453"
1008,MLPA,6.05%,5.08%,-7.45%,0.52%,13.04%,11.23%,2.00%,2.83%,-,234.73K,0.30,38.86,-0.13%,"36,460"
1009,MLPB,5.05%,3.46%,-8.04%,1.61%,15.36%,10.79%,2.09%,2.47%,-,26.71K,0.18,16.98,-0.41%,"2,497"
1010,MLPX,5.80%,4.57%,-9.47%,2.24%,19.85%,12.66%,2.33%,2.87%,-,197.85K,0.59,39.78,-0.03%,"59,918"
1011,MMC,0.09%,6.19%,-10.07%,-4.91%,10.24%,-11.82%,2.25%,2.16%,2.50,1.98M,0.68,153.91,0.41%,"692,978"
1012,MMI,3.24%,8.12%,-26.24%,-20.17%,11.12%,-24.20%,1.92%,2.62%,4.00,205.86K,0.15,38.15,-0.12%,"15,843"
1013,MMLP,2.67%,-2.28%,-29.49%,25.51%,45.28%,44.74%,4.72%,7.32%,3.00,104.31K,0.55,4.03,4.81%,"29,825"
1014,MMP,5.42%,5.36%,-1.99%,1.43%,11.42%,8.40%,2.44%,2.79%,2.80,1.17M,0.39,49.87,-0.93%,"236,305"
1015,MMYT,7.31%,11.12%,10.09%,6.31%,6.91%,2.78%,5.14%,4.92%,2.50,340.66K,0.51,28.42,-0.21%,"89,313"
1016,MN,0.79%,3.33%,-0.24%,55.57%,58.88%,52.95%,0.89%,1.27%,4.00,260.87K,0.39,12.68,-0.24%,"52,370"
1017,MNDT,2.26%,5.94%,1.89%,40.48%,13.41%,29.19%,0.68%,1.12%,3.10,4.34M,1.31,22.65,-0.04%,"2,923,621"
1018,MNRL,5.48%,-15.74%,-10.84%,13.51%,42.06%,21.26%,3.41%,5.32%,1.80,637.77K,0.47,24.82,-0.06%,"154,570"
1019,MNST,-0.51%,9.52%,16.76%,7.06%,4.35%,0.23%,2.30%,2.41%,2.20,3.13M,0.67,97.54,1.33%,"1,085,072"
1020,MNTK,8.75%,-24.72%,-1.29%,8.20%,61.72%,4.29%,4.27%,6.71%,3.50,505.04K,0.13,10.66,-0.28%,"34,329"
1021,MOFG,3.23%,5.12%,-3.98%,-7.79%,9.99%,-6.09%,2.24%,2.30%,2.20,30.50K,0.19,30.76,1.18%,"2,986"
1022,MOG-A,4.22%,8.91%,-6.28%,-0.31%,6.62%,0.58%,2.56%,2.98%,2.50,149.54K,0.21,80.59,-1.04%,"16,471"
1023,MOH,6.85%,19.71%,-8.36%,6.59%,21.91%,-4.13%,2.65%,2.77%,2.40,421.92K,1.27,298.08,-2.25%,"275,886"
1024,MOS,7.13%,-5.63%,-38.49%,11.20%,66.97%,22.35%,4.65%,4.80%,2.40,8.20M,0.46,47.73,-0.71%,"1,922,141"
1025,MOV,6.87%,8.09%,-12.08%,-12.01%,21.74%,-18.22%,3.21%,3.43%,3.00,188.68K,0.16,34.62,1.20%,"15,619"
1026,MPB,3.85%,2.35%,3.93%,-15.75%,3.62%,-13.39%,1.63%,2.23%,1.50,31.25K,0.07,27.57,0.29%,"1,100"
1027,MPC,6.16%,-4.49%,-2.51%,17.54%,72.66%,37.29%,3.49%,4.48%,1.80,6.84M,0.34,88.48,0.72%,"1,214,831"
1028,MPLX,5.71%,5.93%,-10.61%,-2.44%,19.48%,3.89%,2.83%,3.36%,2.10,2.13M,0.46,30.77,0.10%,"502,011"
1029,MPWR,10.61%,10.11%,0.08%,-2.72%,11.95%,-13.60%,4.27%,4.31%,1.80,477.34K,0.48,437.92,2.74%,"118,204"
1030,MRC,4.68%,9.27%,-14.64%,30.85%,28.04%,55.96%,3.86%,5.64%,2.00,653.77K,0.18,10.54,-1.77%,"61,264"
1031,MRK,-1.32%,8.80%,7.31%,13.49%,19.87%,20.51%,1.90%,2.21%,2.20,11.79M,0.69,90.05,-2.50%,"4,200,912"
1032,MRO,9.00%,-12.24%,-16.22%,15.67%,102.52%,37.15%,4.20%,5.30%,2.20,21.48M,0.50,22.79,1.20%,"5,588,154"
1033,MRTN,19.37%,19.59%,26.71%,22.26%,36.98%,17.77%,5.09%,3.56%,2.20,482.36K,1.24,19.70,-2.52%,"308,458"
1034,MRUS,12.61%,39.73%,10.36%,-6.82%,50.85%,-16.60%,8.88%,7.00%,1.40,391.94K,0.29,26.00,-1.96%,"57,867"
1035,MSBI,1.37%,5.44%,-8.10%,-8.00%,2.44%,1.57%,2.34%,2.51%,3.00,69.30K,0.22,25.17,-0.04%,"7,798"
1036,MSI,4.86%,10.80%,-5.08%,-13.08%,0.78%,-19.66%,2.34%,2.40%,1.90,866.68K,0.25,218.93,0.30%,"113,837"
1037,MTAC,0.20%,0.51%,0.51%,-0.50%,1.28%,-0.10%,0.11%,0.12%,-,91.50K,0.01,9.86,-0.10%,400
1038,MTB,4.32%,2.53%,3.49%,-11.13%,25.54%,7.25%,2.91%,2.83%,2.30,1.19M,2.39,163.65,-0.65%,"1,461,070"
1039,MTDR,9.18%,-14.51%,-18.41%,5.71%,66.64%,29.77%,5.35%,5.87%,2.00,1.65M,0.52,49.32,2.94%,"441,274"
1040,MTG,3.12%,18.56%,-0.51%,-17.74%,2.97%,-6.10%,2.67%,2.82%,2.00,2.80M,0.30,13.48,-0.44%,"431,593"
1041,MTNB,-2.74%,21.17%,-10.34%,-8.56%,9.60%,-20.78%,5.31%,6.24%,1.70,426.32K,1.68,0.86,7.44%,"369,142"
1042,MTOR,0.17%,1.23%,1.23%,33.64%,61.48%,46.69%,0.20%,0.33%,3.00,1.21M,0.98,36.34,-0.03%,"611,931"
1043,MTR,30.69%,-15.09%,16.55%,109.59%,130.39%,141.63%,12.84%,13.89%,-,52.07K,1.73,12.88,-13.36%,"46,474"
1044,MTRN,4.50%,7.35%,-9.04%,-15.75%,10.96%,-17.88%,2.96%,3.42%,2.00,111.90K,0.64,75.05,-0.60%,"36,889"
1045,MUFG,-1.67%,-5.37%,-11.39%,-15.63%,2.32%,-3.11%,1.49%,1.56%,-,3.67M,0.68,5.26,-0.66%,"1,286,572"
1046,MUR,11.74%,-14.73%,-29.15%,-2.67%,62.92%,18.81%,4.43%,5.67%,2.60,2.00M,0.40,31.40,1.23%,"414,483"
1047,MUSA,4.80%,23.81%,14.22%,43.45%,96.03%,38.47%,3.41%,3.43%,2.60,358.44K,0.50,270.36,-2.00%,"92,641"
1048,MVO,-13.17%,4.37%,-4.19%,18.00%,67.19%,21.74%,6.29%,6.57%,-,89.10K,0.70,10.89,1.29%,"32,107"
1049,MXC,2.44%,-12.20%,-12.35%,55.96%,91.26%,70.26%,3.42%,5.91%,-,39.10K,0.22,16.45,3.01%,"4,380"
1050,MYE,2.26%,1.12%,8.03%,17.47%,11.56%,12.89%,2.95%,3.36%,2.00,152.99K,0.34,22.71,0.53%,"27,147"
1051,MYFW,0.25%,-1.76%,-10.75%,-14.24%,13.51%,-6.16%,2.63%,3.48%,2.00,56.28K,0.17,28.49,0.00%,"4,991"
1052,MYRG,5.67%,10.34%,-1.05%,-7.65%,2.13%,-18.53%,3.65%,3.51%,2.20,105.71K,0.37,90.99,1.02%,"20,325"
1053,MYY,-3.72%,-7.73%,7.61%,11.95%,1.06%,14.35%,1.62%,1.66%,-,28.49K,2.13,25.70,-0.70%,"31,328"
1054,NAAC,0.15%,-0.10%,-0.33%,0.31%,1.86%,0.10%,0.07%,0.15%,-,211.80K,0.56,9.85,0.00%,"60,936"
1055,NANR,2.83%,-9.95%,-22.76%,-0.02%,25.22%,8.11%,2.05%,2.75%,-,137.35K,0.08,47.69,0.23%,"5,327"
1056,NAOV,-0.12%,23.14%,-4.67%,-24.25%,3.77%,-30.15%,5.71%,8.23%,2.00,150.26K,1.06,0.76,4.97%,"82,248"
1057,NBHC,5.63%,7.13%,3.24%,-15.38%,16.87%,-8.69%,2.34%,2.13%,2.40,149.01K,0.89,40.88,1.89%,"68,630"
1058,NBIX,1.16%,8.41%,-0.91%,23.03%,2.84%,13.20%,2.31%,2.82%,2.10,769.41K,0.84,96.99,0.60%,"333,162"
1059,NBN,1.57%,9.73%,8.82%,1.14%,30.78%,7.02%,2.13%,3.50%,-,58.43K,0.28,38.78,1.41%,"8,441"
1060,NBR,8.88%,-15.95%,-40.89%,2.80%,38.65%,45.81%,5.76%,7.49%,-,199.22K,0.58,120.58,1.98%,"59,595"
1061,NBTB,2.23%,10.00%,11.26%,-7.36%,18.41%,1.35%,2.14%,2.09%,2.70,157.25K,0.39,38.98,-0.15%,"31,901"
1062,NC,-1.57%,-11.33%,-14.23%,12.71%,67.05%,8.96%,4.96%,6.80%,-,48.03K,0.33,39.32,-0.56%,"8,050"
1063,NDAC,0.00%,0.15%,-0.15%,0.46%,0.05%,0.26%,0.31%,0.40%,-,64.06K,9.76,9.79,0.15%,"322,082"
1064,NDP,5.81%,-2.49%,-15.01%,6.43%,51.16%,23.31%,1.51%,2.81%,-,16.80K,0.06,27.34,0.13%,479
1065,NE,4.39%,-14.46%,-22.50%,1.91%,26.70%,7.30%,4.25%,5.65%,1.80,939.71K,0.74,26.48,-0.53%,"357,341"
1066,NECB,0.50%,5.12%,11.72%,8.85%,16.47%,10.61%,1.76%,2.04%,2.00,31.63K,2.00,12.13,0.17%,"32,649"
1067,NEE,-1.28%,11.37%,-3.40%,-5.13%,2.52%,-15.46%,2.35%,2.51%,2.00,10.32M,0.36,78.89,-0.05%,"1,933,902"
1068,NEN,-0.64%,3.70%,-1.40%,25.94%,51.49%,18.42%,0.94%,1.36%,-,1.98K,0.20,78.12,-1.10%,203
1069,NEP,2.13%,12.54%,0.84%,-0.81%,4.23%,-10.39%,2.66%,2.79%,2.30,522.25K,0.79,73.94,-2.23%,"212,099"
1070,NERV,-10.06%,627.74%,307.70%,242.56%,45.18%,257.05%,7.74%,9.96%,2.00,139.39K,0.15,2.93,2.44%,"10,872"
1071,NEX,8.17%,-13.98%,-23.20%,45.67%,143.45%,146.20%,5.62%,7.39%,1.90,3.67M,0.39,8.66,-0.86%,"745,165"
1072,NEXT,10.46%,-8.48%,-24.89%,96.51%,58.93%,77.89%,5.09%,7.68%,2.80,1.04M,0.25,4.99,-1.58%,"133,872"
1073,NFE,7.42%,6.61%,-6.09%,75.43%,34.84%,75.06%,4.91%,5.38%,1.60,1.15M,0.33,42.72,1.09%,"197,609"
1074,NFG,2.02%,-0.95%,-8.96%,4.19%,33.78%,4.24%,2.41%,2.67%,2.50,579.03K,0.49,66.89,0.36%,"146,974"
1075,NGG,2.88%,3.74%,-13.30%,-9.18%,4.56%,-7.51%,1.25%,1.34%,2.00,431.36K,0.93,66.58,-0.46%,"206,195"
1076,NGS,16.29%,-14.77%,-22.17%,-4.74%,20.29%,3.63%,5.51%,5.44%,2.00,42.01K,0.57,10.83,-0.18%,"12,351"
1077,NGVC,-1.07%,0.73%,-19.02%,21.09%,52.89%,16.84%,4.04%,4.00%,1.00,89.13K,0.14,16.60,-0.27%,"6,213"
1078,NI,-0.63%,4.90%,-10.21%,0.60%,14.18%,3.22%,1.85%,2.35%,1.90,4.63M,0.58,28.41,-0.33%,"1,381,353"
1079,NIC,3.80%,5.59%,-16.95%,-14.53%,9.49%,-12.16%,2.93%,2.50%,2.00,42.35K,0.92,74.49,-1.11%,"20,147"
1080,NIMC,-0.11%,4.37%,-8.31%,-0.89%,4.91%,-0.98%,0.46%,0.90%,-,21.55K,0.98,110.65,-0.22%,"10,875"
1081,NJR,1.40%,4.11%,-3.78%,12.45%,16.18%,7.38%,1.85%,2.52%,2.40,496.59K,0.34,43.26,-1.88%,"86,198"
1082,NL,2.01%,6.28%,29.46%,27.30%,45.54%,23.51%,3.29%,5.24%,4.00,42.90K,0.69,9.25,1.20%,"15,155"
1083,NLR,1.80%,4.72%,-8.48%,-1.73%,4.24%,-2.25%,1.60%,1.50%,-,6.38K,0.89,53.34,-0.38%,"2,934"
1084,NLSN,3.44%,10.73%,-11.55%,17.26%,3.62%,17.26%,1.61%,2.03%,2.90,3.01M,0.38,24.03,-0.06%,"596,263"
1085,NML,5.81%,8.15%,-6.73%,13.95%,41.87%,21.56%,3.44%,3.61%,-,173.04K,0.92,6.36,-0.16%,"82,349"
1086,NMM,12.72%,-9.32%,-30.48%,-9.07%,6.55%,-8.53%,3.99%,5.26%,2.00,260.20K,0.42,22.94,-0.04%,"55,915"
1087,NNI,4.88%,25.74%,8.57%,0.10%,26.45%,-5.44%,1.95%,2.38%,3.00,100.69K,0.32,91.82,-0.60%,"16,824"
1088,NOAC,0.20%,0.41%,0.41%,1.12%,1.12%,0.92%,0.08%,0.16%,-,27.89K,0.01,9.89,-0.20%,212
1089,NOC,-2.45%,1.86%,-1.76%,13.37%,28.84%,18.17%,2.63%,2.75%,2.40,821.76K,0.45,459.22,0.40%,"191,450"
1090,NOG,14.80%,-19.41%,-10.53%,8.64%,65.98%,25.90%,5.33%,7.05%,1.90,1.28M,0.27,26.44,2.05%,"177,178"
1091,NOV,0.53%,-12.57%,-28.81%,-8.60%,14.05%,11.44%,3.37%,4.38%,2.40,3.95M,0.69,14.93,-1.13%,"1,413,554"
1092,NPTN,-0.13%,2.08%,3.08%,4.04%,81.94%,2.28%,0.29%,0.63%,2.80,823.88K,0.75,15.73,0.03%,"318,680"
1093,NR,14.09%,-6.85%,-19.62%,-6.59%,21.86%,15.65%,4.96%,6.47%,2.00,639.32K,0.98,3.33,-2.06%,"324,295"
